# rank	score	word	reasons
670	-12.85	haft	common5-fragment,plain-shape
671	-12.86	cine	plain-shape
672	-12.86	brut	common5-fragment,plain-shape
673	-12.86	arar	plain-shape
674	-12.87	pian	common5-fragment,plain-shape
675	-12.87	bunk	common5-fragment,plain-shape
676	-12.87	magi	common5-fragment,plain-shape
677	-12.87	alee	double-final
678	-12.88	wase	plain-shape
679	-12.88	hath	plain-shape
680	-12.88	weft	hint,plain-shape
681	-12.89	sare	plain-shape
682	-12.89	rimy	common5-fragment,plain-shape
683	-12.89	alef	plain-shape
684	-12.90	mult	common5-fragment,plain-shape
685	-12.91	mide	plain-shape
686	-12.91	tarn	plain-shape
687	-12.92	cowl	common5-fragment,plain-shape
688	-12.93	parr	common5-fragment,double-final
689	-12.93	geal	plain-shape
690	-12.94	hele	plain-shape
691	-12.95	laky	common5-fragment,plain-shape
692	-12.95	grot	plain-shape
693	-12.96	uric	plain-shape
694	-12.97	sock	common5-fragment,plain-shape
695	-12.97	roto	plain-shape
696	-12.97	olio	common5-fragment
697	-12.98	alod	plain-shape
698	-12.99	dele	plain-shape
699	-12.99	knot	common5-fragment,plain-shape
700	-12.99	bure	plain-shape
701	-13.00	rota	plain-shape
702	-13.00	vill	common5-fragment,double-final
703	-13.00	cest	plain-shape
704	-13.00	woke	common5-fragment,plain-shape
705	-13.00	ough	common5-fragment,plain-shape
706	-13.01	lino	plain-shape
707	-13.01	toru	plain-shape
708	-13.02	gird	common5-fragment,plain-shape
709	-13.02	tari	plain-shape
710	-13.03	cere	plain-shape
711	-13.03	velo	plain-shape
712	-13.04	wite	plain-shape
713	-13.04	sans	plain-shape,s-form
714	-13.04	whip	common5-fragment,plain-shape
715	-13.05	leno	plain-shape
716	-13.05	pina	plain-shape
717	-13.05	vela	plain-shape
718	-13.06	reem	ngram-only
719	-13.07	trag	plain-shape
720	-13.07	holl	common5-fragment,double-final
721	-13.08	pote	plain-shape
722	-13.08	meak	plain-shape
723	-13.10	sigh	common5-fragment,plain-shape
724	-13.10	wark	plain-shape
725	-13.10	weri	plain-shape
726	-13.11	neet	ngram-only
727	-13.11	weir	common5-fragment,plain-shape
728	-13.13	mank	plain-shape
729	-13.13	lode	plain-shape
730	-13.15	cain	plain-shape
731	-13.15	hist	plain-shape
732	-13.15	weam	plain-shape
733	-13.15	bene	plain-shape
734	-13.17	sair	plain-shape
735	-13.17	wirl	common5-fragment,plain-shape
736	-13.17	hend	plain-shape
737	-13.17	tope	plain-shape
738	-13.17	tice	plain-shape
739	-13.18	geat	plain-shape
740	-13.18	rami	plain-shape
741	-13.19	trow	plain-shape
742	-13.19	brit	plain-shape
743	-13.19	stot	plain-shape
744	-13.19	cank	plain-shape
745	-13.20	glue	common5-fragment,plain-shape
746	-13.20	dang	plain-shape
747	-13.21	gant	plain-shape
748	-13.21	dali	plain-shape
749	-13.21	thro	common5-fragment,plain-shape
750	-13.21	dalt	plain-shape
751	-13.22	slug	common5-fragment,plain-shape
752	-13.22	doer	common5-fragment,plain-shape
753	-13.22	bump	common5-fragment,plain-shape
754	-13.23	raga	plain-shape
755	-13.23	pern	plain-shape
756	-13.23	selt	plain-shape
757	-13.25	stoa	plain-shape
758	-13.25	amin	plain-shape
759	-13.25	mana	plain-shape
760	-13.25	gaud	common5-fragment,plain-shape
761	-13.25	blet	plain-shape
762	-13.25	sang	plain-shape
763	-13.25	bing	plain-shape
764	-13.26	stre	plain-shape
765	-13.26	marm	plain-shape
766	-13.27	nard	plain-shape
767	-13.27	gali	plain-shape
768	-13.27	tash	plain-shape
769	-13.27	galt	plain-shape
770	-13.27	pone	plain-shape
771	-13.28	perk	plain-shape
772	-13.29	pled	plain-shape
773	-13.29	alga	hint,plain-shape
774	-13.29	sura	plain-shape
775	-13.30	barm	plain-shape
776	-13.31	fole	plain-shape
777	-13.31	obey	common5-fragment,plain-shape
778	-13.32	harl	plain-shape
779	-13.32	sina	plain-shape
780	-13.32	cero	plain-shape
781	-13.32	arid	plain-shape
782	-13.33	hoof	common5-fragment
783	-13.33	olla	ngram-only
784	-13.34	nife	common5-fragment,plain-shape
785	-13.34	slon	plain-shape
786	-13.34	mele	plain-shape
787	-13.35	grub	common5-fragment,plain-shape
788	-13.35	mina	plain-shape
789	-13.35	tuck	common5-fragment,plain-shape
790	-13.36	sele	plain-shape
791	-13.36	ovey	common5-fragment,plain-shape
792	-13.37	gony	common5-fragment,plain-shape
793	-13.37	iris	plain-shape,s-form
794	-13.37	coco	common5-fragment,plain-shape
795	-13.37	gean	plain-shape
796	-13.37	gena	plain-shape
797	-13.38	ulla	ngram-only
798	-13.39	bade	plain-shape
799	-13.39	pari	plain-shape
800	-13.39	prat	plain-shape
801	-13.40	seta	plain-shape
802	-13.40	teli	plain-shape
803	-13.41	suck	common5-fragment,plain-shape
804	-13.41	hoin	plain-shape
805	-13.41	edea	ngram-only
806	-13.41	toon	ngram-only
807	-13.41	husk	common5-fragment,plain-shape
808	-13.41	bred	plain-shape
809	-13.41	mirk	common5-fragment,plain-shape
810	-13.41	dier	plain-shape
811	-13.42	agal	plain-shape
812	-13.43	rita	plain-shape
813	-13.43	tawn	common5-fragment,plain-shape
814	-13.45	supe	common5-fragment,plain-shape
815	-13.45	pasi	plain-shape
816	-13.45	bote	plain-shape
817	-13.46	banc	plain-shape
818	-13.46	chao	common5-fragment,plain-shape
819	-13.46	feer	ngram-only
820	-13.47	anta	plain-shape
821	-13.47	hasp	plain-shape
822	-13.47	eria	ngram-only
823	-13.47	sant	plain-shape
824	-13.48	bari	plain-shape
825	-13.48	spur	common5-fragment,plain-shape
826	-13.48	nant	plain-shape
827	-13.48	bray	plain-shape
828	-13.48	lalo	plain-shape
829	-13.48	jolt	hint,plain-shape,rare-letter
830	-13.48	brab	plain-shape
831	-13.49	liny	plain-shape
832	-13.49	huck	common5-fragment,plain-shape
833	-13.50	dola	plain-shape
834	-13.50	yeat	plain-shape
835	-13.50	telt	plain-shape
836	-13.50	ebon	common5-fragment,plain-shape
837	-13.50	lich	plain-shape
838	-13.50	tige	common5-fragment,plain-shape
839	-13.51	bint	plain-shape
840	-13.51	yare	plain-shape
841	-13.51	swam	common5-fragment,plain-shape
842	-13.52	faro	plain-shape
843	-13.52	flet	plain-shape
844	-13.52	nesh	plain-shape
845	-13.52	pesa	plain-shape
846	-13.52	crum	common5-fragment,plain-shape,specialist-pattern
847	-13.53	mump	common5-fragment,plain-shape
848	-13.54	dray	plain-shape
849	-13.54	gair	plain-shape
850	-13.54	drab	plain-shape
851	-13.55	yere	plain-shape
852	-13.55	cion	common5-fragment,plain-shape
853	-13.55	dern	plain-shape
854	-13.55	alif	plain-shape
855	-13.56	elod	plain-shape
856	-13.57	nace	plain-shape
857	-13.57	auge	common5-fragment
858	-13.57	flay	plain-shape
859	-13.57	raun	plain-shape
860	-13.59	dint	plain-shape
861	-13.59	mure	plain-shape
862	-13.59	glam	plain-shape
863	-13.59	hoon	ngram-only
864	-13.60	wali	plain-shape
865	-13.61	phon	common5-fragment,plain-shape
866	-13.61	hask	plain-shape
867	-13.62	urus	plain-shape,s-form
868	-13.62	nobs	common5-fragment,plain-shape,s-form
869	-13.62	gara	plain-shape
870	-13.62	gash	plain-shape
871	-13.63	frat	plain-shape
872	-13.63	tele	plain-shape
873	-13.63	howe	plain-shape
874	-13.63	guan	common5-fragment,plain-shape
875	-13.63	dour	plain-shape
876	-13.63	toro	plain-shape
877	-13.64	pien	plain-shape
878	-13.64	gnat	common5-fragment,plain-shape
879	-13.64	sade	plain-shape
880	-13.65	nasi	plain-shape
881	-13.66	derm	plain-shape
882	-13.66	phot	common5-fragment,plain-shape
883	-13.67	pino	plain-shape
884	-13.67	chit	plain-shape
885	-13.67	milt	plain-shape
886	-13.67	dupe	common5-fragment,plain-shape
887	-13.68	tald	plain-shape
888	-13.68	tost	plain-shape
889	-13.69	yean	plain-shape
890	-13.70	bani	plain-shape
891	-13.70	sier	plain-shape
892	-13.70	duet	common5-fragment,plain-shape
893	-13.71	masa	plain-shape
894	-13.71	gora	plain-shape
895	-13.72	limy	common5-fragment,plain-shape
896	-13.72	chol	plain-shape
897	-13.72	icho	plain-shape
898	-13.73	chad	plain-shape
899	-13.73	clit	plain-shape
900	-13.74	stow	plain-shape
901	-13.74	hura	plain-shape
902	-13.75	ansa	plain-shape
903	-13.75	unio	common5-fragment
904	-13.75	uang	plain-shape
905	-13.75	seep	ngram-only
906	-13.76	stap	plain-shape
907	-13.76	murk	common5-fragment,plain-shape
908	-13.76	kend	plain-shape
909	-13.77	meso	plain-shape
910	-13.78	vita	common5-fragment,plain-shape
911	-13.78	wame	plain-shape
912	-13.79	bola	plain-shape
913	-13.80	toat	plain-shape
914	-13.80	naid	plain-shape
915	-13.81	peag	plain-shape
916	-13.82	ween	ngram-only
917	-13.82	asem	plain-shape
918	-13.82	rada	plain-shape
919	-13.82	liss	common5-fragment,s-form,double-final
920	-13.83	blay	plain-shape
921	-13.83	tath	plain-shape
922	-13.83	vain	plain-shape
923	-13.83	slaw	plain-shape
924	-13.84	gote	plain-shape
925	-13.84	owly	common5-fragment,plain-shape
926	-13.85	resp	plain-shape
927	-13.85	bort	plain-shape
928	-13.85	weel	ngram-only
929	-13.85	reps	plain-shape,s-form
930	-13.85	oont	ngram-only
931	-13.86	tana	plain-shape
932	-13.86	tien	plain-shape
933	-13.86	neep	ngram-only
934	-13.86	welt	plain-shape
935	-13.86	pram	plain-shape
936	-13.86	silt	plain-shape
937	-13.86	nape	plain-shape
938	-13.87	nark	plain-shape
939	-13.87	anis	plain-shape,s-form
940	-13.88	anan	plain-shape
941	-13.88	wept	common5-fragment,plain-shape
942	-13.88	stod	plain-shape
943	-13.88	cond	plain-shape
944	-13.88	tode	plain-shape
945	-13.89	tolt	plain-shape
946	-13.89	vise	plain-shape
947	-13.90	asor	plain-shape
948	-13.90	sice	plain-shape
949	-13.90	mila	plain-shape
950	-13.91	hiro	plain-shape
951	-13.92	loup	plain-shape
952	-13.92	gait	plain-shape
953	-13.93	noll	common5-fragment,double-final
954	-13.93	wene	plain-shape
955	-13.93	coax	hint,plain-shape,rare-letter
956	-13.93	fant	plain-shape
957	-13.94	calk	plain-shape
958	-13.94	sorn	plain-shape
959	-13.95	bena	plain-shape
960	-13.95	dade	plain-shape
961	-13.96	yell	common5-fragment,double-final
962	-13.96	merk	plain-shape
963	-13.96	loft	common5-fragment,plain-shape
964	-13.96	enow	plain-shape
965	-13.97	clag	plain-shape
966	-13.97	warl	plain-shape
967	-13.97	sulk	common5-fragment,plain-shape
968	-13.98	sond	plain-shape
969	-13.99	tach	plain-shape
970	-13.99	whee	common5-fragment,double-final
971	-13.99	bong	plain-shape
972	-13.99	unal	plain-shape
973	-13.99	yoke	common5-fragment,plain-shape
974	-14.00	rusk	plain-shape
975	-14.01	hipe	plain-shape
976	-14.01	hern	plain-shape
977	-14.01	amil	plain-shape
978	-14.02	loro	plain-shape
979	-14.02	stid	plain-shape
980	-14.03	doli	plain-shape
981	-14.04	nigh	common5-fragment,plain-shape
982	-14.04	laze	common5-fragment,plain-shape,rare-letter
983	-14.05	spet	plain-shape
984	-14.05	coot	ngram-only
985	-14.06	quar	common5-fragment,plain-shape,rare-letter
986	-14.06	hulk	common5-fragment,plain-shape
987	-14.06	boor	ngram-only
988	-14.06	verd	plain-shape
989	-14.07	marl	plain-shape
990	-14.07	bose	plain-shape
991	-14.09	otto	common5-fragment
992	-14.09	veer	ngram-only
993	-14.10	nolo	plain-shape
994	-14.10	nach	plain-shape
995	-14.10	aune	ngram-only
996	-14.12	dout	plain-shape
997	-14.13	raze	common5-fragment,plain-shape,rare-letter
998	-14.13	trig	plain-shape
999	-14.14	corm	plain-shape
1000	-14.14	atop	plain-shape
1001	-14.14	oord	ngram-only
1002	-14.15	clop	plain-shape
1003	-14.15	lish	plain-shape
1004	-14.15	wran	plain-shape
1005	-14.15	bolo	plain-shape
1006	-14.17	nete	plain-shape
1007	-14.17	enol	plain-shape
1008	-14.17	gilt	plain-shape
1009	-14.17	moul	plain-shape
1010	-14.17	mort	plain-shape
1011	-14.17	tade	plain-shape
1012	-14.18	dari	plain-shape
1013	-14.18	tarp	plain-shape
1014	-14.18	laun	plain-shape
1015	-14.19	sist	plain-shape
1016	-14.19	spat	plain-shape
1017	-14.20	eche	plain-shape
1018	-14.20	dike	common5-fragment,plain-shape
1019	-14.20	pato	plain-shape
1020	-14.21	augh	common5-fragment,plain-shape
1021	-14.21	tret	plain-shape
1022	-14.21	fand	plain-shape
1023	-14.22	gilo	plain-shape
1024	-14.22	feru	plain-shape
1025	-14.22	meld	plain-shape
1026	-14.23	pata	plain-shape
1027	-14.24	besa	plain-shape
1028	-14.25	wert	plain-shape
1029	-14.25	slur	plain-shape
1030	-14.27	wels	plain-shape,s-form
1031	-14.27	fink	plain-shape
1032	-14.27	beld	plain-shape
1033	-14.28	laic	plain-shape
1034	-14.28	diva	common5-fragment,plain-shape
1035	-14.28	fise	plain-shape
1036	-14.29	yore	plain-shape
1037	-14.30	bool	ngram-only
1038	-14.30	vang	plain-shape
1039	-14.30	yest	plain-shape
1040	-14.31	sise	plain-shape
1041	-14.31	plap	plain-shape
1042	-14.31	chaw	plain-shape
1043	-14.31	frap	plain-shape
1044	-14.32	darg	plain-shape
1045	-14.33	cull	common5-fragment,double-final
1046	-14.33	swep	common5-fragment,plain-shape
1047	-14.33	flop	plain-shape
1048	-14.33	heft	common5-fragment,plain-shape
1049	-14.33	crig	plain-shape
1050	-14.33	hory	plain-shape
1051	-14.33	lilt	plain-shape
1052	-14.34	exes	common5-fragment,plain-shape,s-form,rare-letter
1053	-14.35	feak	plain-shape
1054	-14.35	lull	common5-fragment,double-final
1055	-14.35	wend	plain-shape
1056	-14.35	beno	plain-shape
1057	-14.35	rima	plain-shape
1058	-14.36	desi	plain-shape
1059	-14.36	chum	common5-fragment,plain-shape,specialist-pattern
1060	-14.36	balu	plain-shape
1061	-14.36	taps	plain-shape,s-form
1062	-14.37	staw	plain-shape
1063	-14.37	pelu	plain-shape
1064	-14.37	nary	plain-shape
1065	-14.37	waft	common5-fragment,plain-shape
1066	-14.37	deme	plain-shape
1067	-14.38	curr	common5-fragment,double-final
1068	-14.38	chow	plain-shape
1069	-14.39	awny	common5-fragment,plain-shape
1070	-14.39	meed	ngram-only
1071	-14.39	filo	plain-shape
1072	-14.40	frit	plain-shape
1073	-14.40	vila	plain-shape
1074	-14.40	cote	plain-shape
1075	-14.41	fent	plain-shape
1076	-14.41	rapt	plain-shape
1077	-14.41	vire	plain-shape
1078	-14.41	curn	plain-shape
1079	-14.41	whan	plain-shape
1080	-14.41	loco	plain-shape
1081	-14.41	berm	plain-shape
1082	-14.42	toom	ngram-only
1083	-14.42	fash	plain-shape
1084	-14.43	vier	plain-shape
1085	-14.43	holt	plain-shape
1086	-14.44	wren	plain-shape
1087	-14.45	stum	common5-fragment,plain-shape,specialist-pattern
1088	-14.45	hoax	hint,plain-shape,rare-letter
1089	-14.45	slue	plain-shape
1090	-14.45	miny	plain-shape
1091	-14.45	gull	common5-fragment,double-final
1092	-14.46	lusk	plain-shape
1093	-14.46	poot	ngram-only
1094	-14.47	fils	plain-shape,s-form
1095	-14.47	celt	plain-shape
1096	-14.47	mome	plain-shape
1097	-14.48	roub	plain-shape
1098	-14.48	huse	plain-shape
1099	-14.49	adat	plain-shape
1100	-14.50	bord	plain-shape
1101	-14.50	tund	plain-shape
1102	-14.51	dull	common5-fragment,double-final
1103	-14.51	sker	plain-shape
1104	-14.52	gout	plain-shape
1105	-14.52	cack	plain-shape
1106	-14.52	caid	plain-shape
1107	-14.53	blab	plain-shape
1108	-14.53	gola	plain-shape
1109	-14.53	bood	ngram-only
1110	-14.53	glop	plain-shape
1111	-14.54	keno	plain-shape
1112	-14.54	abed	plain-shape
1113	-14.54	bilo	plain-shape
1114	-14.54	nori	plain-shape
1115	-14.55	paly	plain-shape
1116	-14.55	wede	plain-shape
1117	-14.56	dope	plain-shape
1118	-14.57	ansu	plain-shape
1119	-14.57	paco	plain-shape
1120	-14.57	poss	common5-fragment,s-form,double-final
1121	-14.57	malm	plain-shape
1122	-14.57	blaw	plain-shape
1123	-14.58	kier	plain-shape
1124	-14.58	vair	plain-shape
1125	-14.58	fawn	common5-fragment,plain-shape
1126	-14.59	enam	plain-shape
1127	-14.59	wath	plain-shape
1128	-14.59	empt	common5-fragment,plain-shape
1129	-14.60	kunk	common5-fragment,plain-shape
1130	-14.60	adit	plain-shape
1131	-14.60	lisk	plain-shape
1132	-14.61	keet	ngram-only
1133	-14.62	yale	plain-shape
1134	-14.62	lido	plain-shape
1135	-14.62	wese	plain-shape
1136	-14.62	dedo	plain-shape
1137	-14.63	losh	plain-shape
1138	-14.63	garn	plain-shape
1139	-14.63	hami	plain-shape
1140	-14.64	bunt	plain-shape
1141	-14.64	winy	plain-shape
1142	-14.64	noil	plain-shape
1143	-14.64	gibe	common5-fragment,plain-shape
1144	-14.64	sull	common5-fragment,double-final
1145	-14.65	skew	common5-fragment,plain-shape
1146	-14.65	sith	plain-shape
1147	-14.65	gule	plain-shape
1148	-14.65	pica	plain-shape
1149	-14.66	vara	plain-shape
1150	-14.66	buri	plain-shape
1151	-14.66	pita	plain-shape
1152	-14.66	dank	plain-shape
1153	-14.66	toup	plain-shape
1154	-14.66	plum	common5-fragment,plain-shape,specialist-pattern
1155	-14.67	moot	ngram-only
1156	-14.67	loch	plain-shape
1157	-14.67	stet	plain-shape
1158	-14.68	nide	plain-shape
1159	-14.68	maim	plain-shape
1160	-14.68	fowl	common5-fragment,plain-shape
1161	-14.68	tche	plain-shape
1162	-14.69	oily	plain-shape
1163	-14.69	prad	plain-shape
1164	-14.71	sank	plain-shape
1165	-14.71	soam	plain-shape
1166	-14.71	thow	plain-shape
1167	-14.72	toto	plain-shape
1168	-14.72	gaus	plain-shape,s-form
1169	-14.72	beni	plain-shape
1170	-14.72	ferk	plain-shape
1171	-14.72	lief	plain-shape
1172	-14.73	grig	plain-shape
1173	-14.74	gink	plain-shape
1174	-14.74	sart	plain-shape
1175	-14.75	fest	plain-shape
1176	-14.75	vint	plain-shape
1177	-14.76	coak	plain-shape
1178	-14.79	dree	double-final
1179	-14.79	viol	common5-fragment,plain-shape
1180	-14.79	neem	ngram-only
1181	-14.79	frim	plain-shape
1182	-14.79	atis	plain-shape,s-form
1183	-14.80	hoti	plain-shape
1184	-14.80	ashy	plain-shape
1185	-14.81	funt	plain-shape
1186	-14.81	paca	plain-shape
1187	-14.81	agla	plain-shape
1188	-14.82	otic	plain-shape
1189	-14.82	stim	plain-shape
1190	-14.83	polt	plain-shape
1191	-14.83	flog	plain-shape
1192	-14.83	ichu	plain-shape
1193	-14.83	tete	plain-shape
1194	-14.83	nana	plain-shape
1195	-14.84	bink	plain-shape
1196	-14.84	pong	plain-shape
1197	-14.85	dong	plain-shape
1198	-14.85	shim	plain-shape
1199	-14.85	bach	plain-shape
1200	-14.85	vole	plain-shape
1201	-14.86	dunt	plain-shape
1202	-14.86	snee	common5-fragment,double-final
1203	-14.86	shab	plain-shape
1204	-14.87	morn	plain-shape
1205	-14.88	lira	plain-shape
1206	-14.88	gade	plain-shape
1207	-14.88	eruc	plain-shape
1208	-14.88	axes	common5-fragment,plain-shape,s-form,rare-letter
1209	-14.89	fels	plain-shape,s-form
1210	-14.90	fons	plain-shape,s-form
1211	-14.90	duct	common5-fragment,plain-shape
1212	-14.90	brig	plain-shape
1213	-14.91	atef	plain-shape
1214	-14.91	buro	plain-shape
1215	-14.92	dink	plain-shape
1216	-14.93	gata	plain-shape
1217	-14.93	kina	plain-shape
1218	-14.93	hish	plain-shape
1219	-14.94	sken	plain-shape
1220	-14.94	bult	plain-shape
1221	-14.95	tunk	plain-shape
1222	-14.95	pule	plain-shape
1223	-14.95	gelt	plain-shape
1224	-14.95	maru	plain-shape
1225	-14.95	coom	ngram-only
1226	-14.96	acme	hint,plain-shape
1227	-14.96	tonk	plain-shape
1228	-14.96	abir	plain-shape
1229	-14.96	rory	plain-shape
1230	-14.97	epos	plain-shape,s-form
1231	-14.97	amma	common5-fragment
1232	-14.97	wime	plain-shape
1233	-14.97	fend	plain-shape
1234	-14.97	maco	plain-shape
1235	-14.97	clep	plain-shape
1236	-14.97	scat	plain-shape
1237	-14.98	plak	plain-shape
1238	-14.98	dita	plain-shape
1239	-14.98	veen	ngram-only
1240	-14.99	erne	plain-shape
1241	-14.99	pall	double-final
1242	-14.99	baru	plain-shape
1243	-14.99	mool	ngram-only
1244	-15.00	veta	plain-shape
1245	-15.00	dama	plain-shape
1246	-15.00	teng	plain-shape
1247	-15.01	sasa	plain-shape
1248	-15.02	riem	plain-shape
1249	-15.02	sots	plain-shape,s-form
1250	-15.02	moil	plain-shape
1251	-15.03	lepa	plain-shape
1252	-15.03	odal	plain-shape
1253	-15.03	bung	plain-shape
1254	-15.03	usee	double-final
1255	-15.03	gode	plain-shape
1256	-15.03	maun	plain-shape
1257	-15.04	pist	plain-shape
1258	-15.04	reit	plain-shape
1259	-15.05	prog	plain-shape
1260	-15.05	fray	plain-shape
1261	-15.05	gerb	plain-shape
1262	-15.05	frab	plain-shape
1263	-15.06	whoo	common5-fragment,double-final
1264	-15.06	tush	plain-shape
1265	-15.06	dolt	plain-shape
1266	-15.06	hurr	common5-fragment,double-final
1267	-15.06	pont	plain-shape
1268	-15.07	goli	plain-shape
1269	-15.07	kist	plain-shape
1270	-15.07	dont	plain-shape
1271	-15.07	duer	plain-shape
1272	-15.08	daub	common5-fragment,plain-shape
1273	-15.08	oaty	plain-shape
1274	-15.08	colk	plain-shape
1275	-15.08	fide	plain-shape
1276	-15.09	kink	plain-shape
1277	-15.09	dian	plain-shape
1278	-15.09	fust	plain-shape
1279	-15.09	dowd	common5-fragment,plain-shape
1280	-15.10	punt	plain-shape
1281	-15.10	irid	plain-shape
1282	-15.10	amic	plain-shape
1283	-15.10	dasi	plain-shape
1284	-15.11	atap	plain-shape
1285	-15.11	tipe	plain-shape
1286	-15.11	geta	plain-shape
1287	-15.11	envy	hint,plain-shape
1288	-15.11	bice	plain-shape
1289	-15.12	dich	plain-shape
1290	-15.12	anda	plain-shape
1291	-15.13	soma	plain-shape
1292	-15.13	tute	plain-shape
1293	-15.13	naga	plain-shape
1294	-15.13	burt	plain-shape
1295	-15.13	lurg	plain-shape
1296	-15.13	sunt	plain-shape
1297	-15.13	sned	plain-shape
1298	-15.14	cony	plain-shape
1299	-15.14	slod	plain-shape
1300	-15.14	mado	plain-shape
1301	-15.14	chab	plain-shape
1302	-15.15	rann	double-final
1303	-15.15	flob	plain-shape
1304	-15.16	cern	plain-shape
1305	-15.16	pise	plain-shape
1306	-15.16	yese	plain-shape
1307	-15.16	anam	plain-shape
1308	-15.17	napa	plain-shape
1309	-15.17	grog	plain-shape
1310	-15.17	cubi	common5-fragment,plain-shape
1311	-15.17	jest	common5-fragment,plain-shape,rare-letter
1312	-15.17	pily	plain-shape
1313	-15.17	gapa	plain-shape
1314	-15.18	hopi	plain-shape
1315	-15.19	brob	plain-shape
1316	-15.19	arca	plain-shape
1317	-15.19	kern	plain-shape
1318	-15.20	suer	plain-shape
1319	-15.20	anil	plain-shape
1320	-15.21	pess	s-form,double-final
1321	-15.21	burr	common5-fragment,double-final
1322	-15.21	uily	plain-shape
1323	-15.21	copa	plain-shape
1324	-15.21	gamp	plain-shape
1325	-15.22	chia	plain-shape
1326	-15.22	urde	plain-shape
1327	-15.22	doon	ngram-only
1328	-15.22	trug	plain-shape
1329	-15.22	dure	plain-shape
1330	-15.24	cleg	plain-shape
1331	-15.24	oket	plain-shape
1332	-15.24	fice	plain-shape
1333	-15.24	lowa	plain-shape
1334	-15.25	prod	plain-shape
1335	-15.25	snip	common5-fragment,plain-shape
1336	-15.25	dung	plain-shape
1337	-15.26	saim	plain-shape
1338	-15.26	dalk	plain-shape
1339	-15.26	trub	plain-shape
1340	-15.27	yelt	plain-shape
1341	-15.27	busk	plain-shape
1342	-15.27	sard	plain-shape
1343	-15.28	pico	plain-shape
1344	-15.29	sory	plain-shape
1345	-15.29	fana	plain-shape
1346	-15.29	tule	plain-shape
1347	-15.30	slog	plain-shape
1348	-15.30	bulb	common5-fragment,plain-shape
1349	-15.30	roid	plain-shape
1350	-15.30	bino	plain-shape
1351	-15.31	molt	plain-shape
1352	-15.31	plow	plain-shape
1353	-15.32	scum	hint,plain-shape,specialist-pattern
1354	-15.33	tapa	plain-shape
1355	-15.33	limp	plain-shape
1356	-15.33	spay	plain-shape
1357	-15.35	sool	ngram-only
1358	-15.36	sune	plain-shape
1359	-15.36	pory	plain-shape
1360	-15.37	yede	plain-shape
1361	-15.37	pity	plain-shape
1362	-15.37	renk	plain-shape
1363	-15.37	sori	plain-shape
1364	-15.37	vell	double-final
1365	-15.37	baga	plain-shape
1366	-15.38	kilt	plain-shape
1367	-15.39	miro	plain-shape
1368	-15.39	sess	s-form,double-final
1369	-15.40	ecru	plain-shape
1370	-15.41	eely	ngram-only
1371	-15.41	unca	plain-shape
1372	-15.41	wone	plain-shape
1373	-15.41	geet	ngram-only
1374	-15.41	salp	plain-shape
1375	-15.42	pelf	plain-shape
1376	-15.43	bier	plain-shape
1377	-15.43	bund	plain-shape
1378	-15.43	skat	common5-fragment,plain-shape
1379	-15.43	drib	plain-shape
1380	-15.44	antu	plain-shape
1381	-15.44	borg	plain-shape
1382	-15.44	youl	plain-shape
1383	-15.45	mein	plain-shape
1384	-15.46	skun	common5-fragment,plain-shape
1385	-15.46	munt	plain-shape
1386	-15.46	depa	plain-shape
1387	-15.47	noop	ngram-only
1388	-15.47	surd	plain-shape
1389	-15.47	conk	plain-shape
1390	-15.47	loke	plain-shape
1391	-15.48	fack	plain-shape
1392	-15.48	blob	plain-shape
1393	-15.49	rife	plain-shape
1394	-15.49	pung	plain-shape
1395	-15.50	ness	s-form,double-final
1396	-15.50	vall	double-final
1397	-15.50	bota	plain-shape
1398	-15.50	sloe	plain-shape
1399	-15.51	bely	plain-shape
1400	-15.51	cush	plain-shape
1401	-15.51	peai	ngram-only
1402	-15.51	cany	plain-shape
1403	-15.52	akey	plain-shape
1404	-15.52	nowy	common5-fragment,plain-shape
1405	-15.52	noup	plain-shape
1406	-15.52	kith	plain-shape
1407	-15.52	mird	plain-shape
1408	-15.53	terp	plain-shape
1409	-15.53	pial	plain-shape
1410	-15.53	kale	plain-shape
1411	-15.53	sung	plain-shape
1412	-15.53	nope	plain-shape
1413	-15.53	unco	plain-shape
1414	-15.55	kino	plain-shape
1415	-15.55	luce	plain-shape
1416	-15.55	tref	plain-shape
1417	-15.55	sabe	plain-shape
1418	-15.55	wham	plain-shape
1419	-15.55	trog	plain-shape
1420	-15.56	awat	plain-shape
1421	-15.56	wird	plain-shape
1422	-15.56	dird	plain-shape
1423	-15.56	dorm	plain-shape
1424	-15.56	pili	plain-shape
1425	-15.57	moop	ngram-only
1426	-15.57	obit	plain-shape
1427	-15.57	plim	plain-shape
1428	-15.57	mica	plain-shape
1429	-15.57	sonk	plain-shape
1430	-15.57	wote	plain-shape
1431	-15.58	tuts	plain-shape,s-form
1432	-15.59	delf	plain-shape
1433	-15.60	ahoy	hint,plain-shape
1434	-15.61	karo	plain-shape
1435	-15.61	coca	plain-shape
1436	-15.61	snot	plain-shape
1437	-15.62	goon	ngram-only
1438	-15.62	moup	plain-shape
1439	-15.62	slob	plain-shape
1440	-15.62	kiel	plain-shape
1441	-15.62	sope	plain-shape
1442	-15.62	teck	plain-shape
1443	-15.62	gleg	plain-shape
1444	-15.63	shag	plain-shape
1445	-15.64	neth	plain-shape
1446	-15.64	gush	plain-shape
1447	-15.65	luge	plain-shape
1448	-15.65	brog	plain-shape
1449	-15.66	clee	double-final
